Numéro du poste,Circonscription,Commune,Etablissement,RNE,Nature,Spécialité,Nb. Cl.,Dont Cl. Spé.,Nb supports mis au mouvement,Nb supports inaccessibles,Total,Dont nb supports vacants,Coords
21181,FONTAINEBLEAU,RUMONT,RUMONT                        ,0772459E,DE - Directeur d'école,D0000 - Direction,1,0,1,0,1,0,"(48.2666741, 2.4991629)"
19470,LA FERTE SOUS JOUARRE,SAACY SUR MARNE,LES TILLEULS                  ,0771089R,DE - Directeur d'école,D0000 - Direction,8,0,1,0,1,0,"(48.962046, 3.2082571)"
19471,LA FERTE SOUS JOUARRE,SAACY SUR MARNE,LES TILLEULS                  ,0771089R,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.962046, 3.2082571)"
19472,LA FERTE SOUS JOUARRE,SAACY SUR MARNE,LES TILLEULS                  ,0771089R,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.962046, 3.2082571)"
211916,LA FERTE SOUS JOUARRE,SAACY SUR MARNE,LES TILLEULS                  ,0771089R,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.962046, 3.2082571)"
19220,COULOMMIERS,SABLONNIERES,,0770816U,DE - Directeur d'école,D0000 - Direction,2,0,1,0,1,0,"(48.8851001, -0.2861607)"
19221,COULOMMIERS,SABLONNIERES,,0770816U,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8851001, -0.2861607)"
211917,COULOMMIERS,SABLONNIERES,,0770816U,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8851001, -0.2861607)"
18470,COULOMMIERS,SAINT REMY DE LA VANNE,DU BOURG                      ,0770367F,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.7920764, 3.2328063)"
18471,COULOMMIERS,SAINT REMY DE LA VANNE,DU BOURG                      ,0770367F,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,3,0,3,2,"(48.7920764, 3.2328063)"
211940,COULOMMIERS,SAINT REMY DE LA VANNE,DU BOURG                      ,0770367F,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.7920764, 3.2328063)"
18988,MONTEREAU,SALINS,,0770668H,DE - Directeur d'école,D0000 - Direction,7,0,1,0,1,0,"(43.484612, -1.54599)"
18989,MONTEREAU,SALINS,,0770668H,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,3,1,4,0,"(43.484612, -1.54599)"
18990,MONTEREAU,SALINS,,0770668H,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(43.484612, -1.54599)"
18381,LA FERTE SOUS JOUARRE,SAMMERON,,0770324J,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.948668, 3.0839351)"
18382,LA FERTE SOUS JOUARRE,SAMMERON,,0770324J,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.948668, 3.0839351)"
18383,LA FERTE SOUS JOUARRE,SAMMERON,,0770324J,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.948668, 3.0839351)"
18505,SEINE ET LOING,SAMOIS SUR SEINE,ALFRED BINET                  ,0770391G,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.4512958, 2.7519081)"
20625,SEINE ET LOING,SAMOIS SUR SEINE,ALFRED BINET                  ,0771938N,DE - Directeur d'école,D0000 - Direction,2,0,1,0,1,0,"(48.4512958, 2.7519081)"
18506,SEINE ET LOING,SAMOIS SUR SEINE,ALFRED BINET                  ,0770391G,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,0,4,1,"(48.4512958, 2.7519081)"
20626,SEINE ET LOING,SAMOIS SUR SEINE,ALFRED BINET                  ,0771938N,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.4512958, 2.7519081)"
211949,SEINE ET LOING,SAMOIS SUR SEINE,ALFRED BINET                  ,0771938N,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.4512958, 2.7519081)"
18507,SEINE ET LOING,SAMOREAU,,0770392H,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.4234262, 2.755271)"
20078,SEINE ET LOING,SAMOREAU,,0771547N,DE - Directeur d'école,D0000 - Direction,3,0,1,0,1,0,"(48.4234262, 2.755271)"
18508,SEINE ET LOING,SAMOREAU,,0770392H,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,3,1,4,0,"(48.4234262, 2.755271)"
20079,SEINE ET LOING,SAMOREAU,,0771547N,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,1,"(48.4234262, 2.755271)"
211950,SEINE ET LOING,SAMOREAU,,0771547N,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.4234262, 2.755271)"
18271,LA FERTE SOUS JOUARRE,SANCY,LA PRAIRIE                    ,0770268Y,DE - Directeur d'école,D0000 - Direction,2,0,1,0,1,0,"(48.8854226, 2.9612157)"
18272,LA FERTE SOUS JOUARRE,SANCY,LA PRAIRIE                    ,0770268Y,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8854226, 2.9612157)"
211951,LA FERTE SOUS JOUARRE,SANCY,LA PRAIRIE                    ,0770268Y,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8854226, 2.9612157)"
20852,PROVINS,SANCY LES PROVINS,MONTSANMARTIN                 ,0772124R,DE - Directeur d'école,D0000 - Direction,3,0,1,0,1,0,"(48.6950659, 3.3945284)"
20853,PROVINS,SANCY LES PROVINS,MONTSANMARTIN                 ,0772124R,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6950659, 3.3945284)"
20854,PROVINS,SANCY LES PROVINS,MONTSANMARTIN                 ,0772124R,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6950659, 3.3945284)"
211952,PROVINS,SANCY LES PROVINS,MONTSANMARTIN                 ,0772124R,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6950659, 3.3945284)"
19572,SENART,SAVIGNY LE TEMPLE,SENART                        ,0771137T,CPC - Conseiller pédagogique ien (1d),G0000 - Sans spécialité,0,0,0,1,1,0,"(48.5958681, 2.5798953)"
166359,SENART,SAVIGNY LE TEMPLE,SENART                        ,0771137T,CPC - Conseiller pédagogique ien (1d),G0164 - Technologies et ressources éducatives,0,0,0,1,1,0,"(48.5958681, 2.5798953)"
19573,SENART,SAVIGNY LE TEMPLE,SENART                        ,0771137T,CPEP - Conseiller pédagogique pour l'eps,G0000 - Sans spécialité,0,0,0,1,1,0,"(48.5958681, 2.5798953)"
113951,SENART,SAVIGNY LE TEMPLE,LOUISE MICHEL                 ,0772049J,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5971989, 2.5806551)"
113952,SENART,SAVIGNY LE TEMPLE,MARC BLOCH                    ,0772257K,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5940507, 2.5796465)"
211970,SENART,SAVIGNY LE TEMPLE,SIDONIE TALABOT               ,0772284P,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,0,1,1,0,"(48.5753675, 2.5860873)"
21298,SENART,SAVIGNY LE TEMPLE,LES CITES UNIES               ,0772595C,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5815319, 2.581358)"
20047,SENART,SAVIGNY LE TEMPLE,CHANTERAINE                   ,0771535A,DE - Directeur d'école,D0000 - Direction,8,0,1,0,1,0,"(48.599888, 2.567367)"
20082,SENART,SAVIGNY LE TEMPLE,CHANTERAINE                   ,0771548P,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,1,"(48.599888, 2.567367)"
20266,SENART,SAVIGNY LE TEMPLE,LES ORMES                     ,0771646W,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.6057525, 2.5619881)"
20269,SENART,SAVIGNY LE TEMPLE,LES ORMES                     ,0771647X,DE - Directeur d'école,D0000 - Direction,7,1,1,0,1,1,"(48.6057525, 2.5619881)"
20336,SENART,SAVIGNY LE TEMPLE,LES RIVIERES                  ,0771692W,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.6008643, 2.5731233)"
20339,SENART,SAVIGNY LE TEMPLE,LES RIVIERES                  ,0771693X,DE - Directeur d'école,D0000 - Direction,10,0,1,0,1,1,"(48.6008643, 2.5731233)"
20405,SENART,SAVIGNY LE TEMPLE,DESIREE CLARY                 ,0771784W,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.6020874, 2.5684999)"
20490,SENART,SAVIGNY LE TEMPLE,DESIREE CLARY                 ,0771838E,DE - Directeur d'école,D0000 - Direction,9,1,1,0,1,0,"(48.6020874, 2.5684999)"
20562,SENART,SAVIGNY LE TEMPLE,LES REGALLES                  ,0771891M,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.6039543, 2.556445)"
20604,SENART,SAVIGNY LE TEMPLE,LES REGALLES                  ,0771907E,DE - Directeur d'école,D0000 - Direction,7,0,1,0,1,0,"(48.6039543, 2.556445)"
20662,SENART,SAVIGNY LE TEMPLE,REVEIL MATIN                  ,0771956H,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.6022569, 2.5459265)"
20664,SENART,SAVIGNY LE TEMPLE,REVEIL MATIN                  ,0771957J,DE - Directeur d'école,D0000 - Direction,3,0,1,0,1,1,"(48.6022569, 2.5459265)"
20751,SENART,SAVIGNY LE TEMPLE,LOUISE MICHEL                 ,0772049J,DE - Directeur d'école,D0000 - Direction,11,0,0,1,1,0,"(48.5971989, 2.5806551)"
20761,SENART,SAVIGNY LE TEMPLE,LOUISE MICHEL                 ,0772055R,DE - Directeur d'école,D0000 - Direction,7,0,1,0,1,0,"(48.5971989, 2.5806551)"
20910,SENART,SAVIGNY LE TEMPLE,PIERRE BROSSOLETTE            ,0772162G,DE - Directeur d'école,D0000 - Direction,7,0,1,0,1,0,"(48.586513, 2.5782995)"
20926,SENART,SAVIGNY LE TEMPLE,PIERRE BROSSOLETTE            ,0772167M,DE - Directeur d'école,D0000 - Direction,10,0,1,0,1,1,"(48.586513, 2.5782995)"
21041,SENART,SAVIGNY LE TEMPLE,MARC BLOCH                    ,0772257K,DE - Directeur d'école,D0000 - Direction,12,0,0,1,1,0,"(48.5940507, 2.5796465)"
21056,SENART,SAVIGNY LE TEMPLE,MARC BLOCH                    ,0772264T,DE - Directeur d'école,D0000 - Direction,8,0,1,0,1,0,"(48.5940507, 2.5796465)"
21081,SENART,SAVIGNY LE TEMPLE,SIDONIE TALABOT               ,0772284P,DE - Directeur d'école,D0000 - Direction,12,1,0,1,1,0,"(48.5753675, 2.5860873)"
21153,SENART,SAVIGNY LE TEMPLE,SIDONIE TALABOT               ,0772417J,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.5753675, 2.5860873)"
21299,SENART,SAVIGNY LE TEMPLE,LES CITES UNIES               ,0772595C,DE - Directeur d'école,D0000 - Direction,12,0,0,1,1,0,"(48.5815319, 2.581358)"
20048,SENART,SAVIGNY LE TEMPLE,CHANTERAINE                   ,0771535A,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,7,0,7,0,"(48.599888, 2.567367)"
20270,SENART,SAVIGNY LE TEMPLE,LES ORMES                     ,0771647X,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,5,0,5,1,"(48.6057525, 2.5619881)"
20340,SENART,SAVIGNY LE TEMPLE,LES RIVIERES                  ,0771693X,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,9,0,9,1,"(48.6008643, 2.5731233)"
20491,SENART,SAVIGNY LE TEMPLE,DESIREE CLARY                 ,0771838E,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,7,0,7,0,"(48.6020874, 2.5684999)"
20605,SENART,SAVIGNY LE TEMPLE,LES REGALLES                  ,0771907E,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,6,0,6,1,"(48.6039543, 2.556445)"
20663,SENART,SAVIGNY LE TEMPLE,REVEIL MATIN                  ,0771956H,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,5,0,5,0,"(48.6022569, 2.5459265)"
20752,SENART,SAVIGNY LE TEMPLE,LOUISE MICHEL                 ,0772049J,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,10,0,10,0,"(48.5971989, 2.5806551)"
20927,SENART,SAVIGNY LE TEMPLE,PIERRE BROSSOLETTE            ,0772167M,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,9,0,9,1,"(48.586513, 2.5782995)"
21042,SENART,SAVIGNY LE TEMPLE,MARC BLOCH                    ,0772257K,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,10,1,11,1,"(48.5940507, 2.5796465)"
21082,SENART,SAVIGNY LE TEMPLE,SIDONIE TALABOT               ,0772284P,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,9,1,10,1,"(48.5753675, 2.5860873)"
21300,SENART,SAVIGNY LE TEMPLE,LES CITES UNIES               ,0772595C,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,7,0,7,0,"(48.5815319, 2.581358)"
20083,SENART,SAVIGNY LE TEMPLE,CHANTERAINE                   ,0771548P,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,4,1,5,1,"(48.599888, 2.567367)"
20267,SENART,SAVIGNY LE TEMPLE,LES ORMES                     ,0771646W,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,1,3,0,"(48.6057525, 2.5619881)"
20337,SENART,SAVIGNY LE TEMPLE,LES RIVIERES                  ,0771692W,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.6008643, 2.5731233)"
20406,SENART,SAVIGNY LE TEMPLE,DESIREE CLARY                 ,0771784W,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,4,0,4,1,"(48.6020874, 2.5684999)"
20563,SENART,SAVIGNY LE TEMPLE,LES REGALLES                  ,0771891M,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.6039543, 2.556445)"
20665,SENART,SAVIGNY LE TEMPLE,REVEIL MATIN                  ,0771957J,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.6022569, 2.5459265)"
20762,SENART,SAVIGNY LE TEMPLE,LOUISE MICHEL                 ,0772055R,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,6,0,6,0,"(48.5971989, 2.5806551)"
20911,SENART,SAVIGNY LE TEMPLE,PIERRE BROSSOLETTE            ,0772162G,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,5,1,6,2,"(48.586513, 2.5782995)"
21057,SENART,SAVIGNY LE TEMPLE,MARC BLOCH                    ,0772264T,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,6,1,7,0,"(48.5940507, 2.5796465)"
21154,SENART,SAVIGNY LE TEMPLE,SIDONIE TALABOT               ,0772417J,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,1,4,0,"(48.5753675, 2.5860873)"
21301,SENART,SAVIGNY LE TEMPLE,LES CITES UNIES               ,0772595C,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.5815319, 2.581358)"
20672,PEI,SAVIGNY LE TEMPLE,HENRI WALLON                  ,0771960M,ISES - Enseignant 1er degré de segpa,G0170 - Enseigner en segpa ou en erea ,0,0,3,0,3,1,"(48.6015478, 2.5559768)"
19575,SENART,SAVIGNY LE TEMPLE,SENART                        ,0771137T,ITIN - (enseignant) 1e degré itinérant spécialisé,G0163 - Accueil primo arrivants,0,0,2,0,2,0,"(48.5958681, 2.5798953)"
19576,SENART,SAVIGNY LE TEMPLE,SENART                        ,0771137T,ITSP - Enseignant 1er degré itinérant spécialisé,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5958681, 2.5798953)"
21399,PEI,SAVIGNY LE TEMPLE,,0772696M,MDPH - (enseignant) 1er degré mad mdph,G0000 - Sans spécialité,0,0,0,10,10,0,"(48.586513, 2.5782995)"
145336,SENART,SAVIGNY LE TEMPLE,PIERRE BROSSOLETTE            ,0772167M,MSUP - Maître supplémentaire,G0000 - Sans spécialité,0,0,0,1,1,0,"(48.586513, 2.5782995)"
19577,SENART,SAVIGNY LE TEMPLE,SENART                        ,0771137T,RASE - Réseau d'aide à dominante,G0172 - Rased aide à dominante relationnelle ,0,0,1,0,1,0,"(48.5958681, 2.5798953)"
20341,SENART,SAVIGNY LE TEMPLE,LES RIVIERES                  ,0771693X,RASE - Réseau d'aide à dominante,G0173 - Rased aide à dominante pédagogique,0,0,1,0,1,1,"(48.6008643, 2.5731233)"
20753,SENART,SAVIGNY LE TEMPLE,LOUISE MICHEL                 ,0772049J,RASE - Réseau d'aide à dominante,G0173 - Rased aide à dominante pédagogique,0,0,0,1,1,0,"(48.5971989, 2.5806551)"
20929,SENART,SAVIGNY LE TEMPLE,PIERRE BROSSOLETTE            ,0772167M,RASE - Réseau d'aide à dominante,G0173 - Rased aide à dominante pédagogique,0,0,1,0,1,1,"(48.586513, 2.5782995)"
21043,SENART,SAVIGNY LE TEMPLE,MARC BLOCH                    ,0772257K,RASE - Réseau d'aide à dominante,G0173 - Rased aide à dominante pédagogique,0,0,0,1,1,0,"(48.5940507, 2.5796465)"
174800,PEI,SAVIGNY LE TEMPLE,HENRI WALLON                  ,0771960M,REF - Enseignant 1e degré référent,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6015478, 2.5559768)"
211963,SENART,SAVIGNY LE TEMPLE,CHANTERAINE                   ,0771535A,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.599888, 2.567367)"
211953,SENART,SAVIGNY LE TEMPLE,CHANTERAINE                   ,0771548P,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.599888, 2.567367)"
211954,SENART,SAVIGNY LE TEMPLE,LES ORMES                     ,0771646W,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6057525, 2.5619881)"
211955,SENART,SAVIGNY LE TEMPLE,LES RIVIERES                  ,0771692W,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6008643, 2.5731233)"
211965,SENART,SAVIGNY LE TEMPLE,LES RIVIERES                  ,0771693X,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6008643, 2.5731233)"
211956,SENART,SAVIGNY LE TEMPLE,DESIREE CLARY                 ,0771784W,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,2,0,2,1,"(48.6020874, 2.5684999)"
211966,SENART,SAVIGNY LE TEMPLE,DESIREE CLARY                 ,0771838E,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,1,"(48.6020874, 2.5684999)"
211957,SENART,SAVIGNY LE TEMPLE,LES REGALLES                  ,0771891M,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6039543, 2.556445)"
211967,SENART,SAVIGNY LE TEMPLE,LES REGALLES                  ,0771907E,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,1,"(48.6039543, 2.556445)"
211958,SENART,SAVIGNY LE TEMPLE,REVEIL MATIN                  ,0771957J,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6022569, 2.5459265)"
211968,SENART,SAVIGNY LE TEMPLE,LOUISE MICHEL                 ,0772049J,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5971989, 2.5806551)"
211959,SENART,SAVIGNY LE TEMPLE,LOUISE MICHEL                 ,0772055R,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5971989, 2.5806551)"
211960,SENART,SAVIGNY LE TEMPLE,PIERRE BROSSOLETTE            ,0772162G,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.586513, 2.5782995)"
211969,SENART,SAVIGNY LE TEMPLE,PIERRE BROSSOLETTE            ,0772167M,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.586513, 2.5782995)"
211961,SENART,SAVIGNY LE TEMPLE,MARC BLOCH                    ,0772264T,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5940507, 2.5796465)"
211971,SENART,SAVIGNY LE TEMPLE,SIDONIE TALABOT               ,0772284P,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.5753675, 2.5860873)"
211962,SENART,SAVIGNY LE TEMPLE,SIDONIE TALABOT               ,0772417J,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5753675, 2.5860873)"
211972,SENART,SAVIGNY LE TEMPLE,LES CITES UNIES               ,0772595C,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,2,0,2,1,"(48.5815319, 2.581358)"
19578,SENART,SAVIGNY LE TEMPLE,SENART                        ,0771137T,TS - Titulaire de secteur,G0000 - Sans spécialité,0,0,3,0,3,1,"(48.5958681, 2.5798953)"
166358,PEI,SAVIGNY LE TEMPLE,LOUIS ARMAND                  ,0771518G,ULCG - Ulis collège,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(48.6005823, 2.5743653)"
145377,PEI,SAVIGNY LE TEMPLE,HENRI WALLON                  ,0771960M,ULCG - Ulis collège,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(48.6015478, 2.5559768)"
21069,PEI,SAVIGNY LE TEMPLE,LA GRANGE DU BOIS             ,0772274D,ULCG - Ulis collège,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,0,"(48.5849855, 2.5833172)"
211964,SENART,SAVIGNY LE TEMPLE,LES ORMES                     ,0771647X,ULEC - Ulis école,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(48.6057525, 2.5619881)"
20492,SENART,SAVIGNY LE TEMPLE,DESIREE CLARY                 ,0771838E,ULEC - Ulis école,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,0,"(48.6020874, 2.5684999)"
186340,SENART,SAVIGNY LE TEMPLE,SIDONIE TALABOT               ,0772284P,ULEC - Ulis école,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,0,"(48.5753675, 2.5860873)"
18369,MONTEREAU,SAVINS,,0770315Z,DE - Directeur d'école,D0000 - Direction,2,0,1,0,1,0,"(48.5096749, 3.2005287)"
18370,MONTEREAU,SAVINS,,0770315Z,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5096749, 3.2005287)"
18874,SENART,SEINE PORT,LA CHESNAIE                   ,0770597F,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.555764, 2.5539587)"
20565,SENART,SEINE PORT,,0771892N,DE - Directeur d'école,D0000 - Direction,2,0,1,0,1,0,"(48.555764, 2.5539587)"
18875,SENART,SEINE PORT,LA CHESNAIE                   ,0770597F,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.555764, 2.5539587)"
20566,SENART,SEINE PORT,,0771892N,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.555764, 2.5539587)"
211974,SENART,SEINE PORT,,0771892N,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.555764, 2.5539587)"
21277,VAL D'EUROPE,SERRIS,VAL D'EUROPE                  ,0772584R,AINF - Animateur informatique,G0164 - Technologies et ressources éducatives,0,0,1,0,1,1,"(48.8567, 2.7855615)"
21278,VAL D'EUROPE,SERRIS,VAL D'EUROPE                  ,0772584R,CPC - Conseiller pédagogique ien (1d),G0000 - Sans spécialité,0,0,0,1,1,0,"(48.8567, 2.7855615)"
166361,VAL D'EUROPE,SERRIS,VAL D'EUROPE                  ,0772584R,CPC - Conseiller pédagogique ien (1d),G0164 - Technologies et ressources éducatives,0,0,0,1,1,0,"(48.8567, 2.7855615)"
21279,VAL D'EUROPE,SERRIS,VAL D'EUROPE                  ,0772584R,CPEP - Conseiller pédagogique pour l'eps,G0000 - Sans spécialité,0,0,0,1,1,0,"(48.8567, 2.7855615)"
166360,VAL D'EUROPE,SERRIS,PIERRE PERRET                 ,0772848C,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,1,"(48.8547243, 2.7896127)"
18274,VAL D'EUROPE,SERRIS,JEAN DE LA FONTAINE           ,0770269Z,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.8447416, 2.7896464)"
20875,VAL D'EUROPE,SERRIS,JEAN DE LA FONTAINE           ,0772135C,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.8447416, 2.7896464)"
21262,VAL D'EUROPE,SERRIS,JULES VERNE                   ,0772577H,DE - Directeur d'école,D0000 - Direction,8,1,1,0,1,0,"(48.85212, 2.7878699)"
21266,VAL D'EUROPE,SERRIS,JULES VERNE                   ,0772579K,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.85212, 2.7878699)"
21329,VAL D'EUROPE,SERRIS,HENRI MATISSE                 ,0772646H,DE - Directeur d'école,D0000 - Direction,7,0,1,0,1,0,"(48.8570203, 2.7775334)"
21602,VAL D'EUROPE,SERRIS,PIERRE PERRET                 ,0772848C,DE - Directeur d'école,D0000 - Direction,15,0,0,1,1,0,"(48.8547243, 2.7896127)"
21617,VAL D'EUROPE,SERRIS,ROBERT DOISNEAU               ,0772856L,DE - Directeur d'école,D0000 - Direction,8,0,1,0,1,0,"(48.8449578, 2.7814398)"
18275,VAL D'EUROPE,SERRIS,JEAN DE LA FONTAINE           ,0770269Z,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,1,5,0,"(48.8447416, 2.7896464)"
21263,VAL D'EUROPE,SERRIS,JULES VERNE                   ,0772577H,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,6,0,6,1,"(48.85212, 2.7878699)"
21330,VAL D'EUROPE,SERRIS,HENRI MATISSE                 ,0772646H,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.8570203, 2.7775334)"
21603,VAL D'EUROPE,SERRIS,PIERRE PERRET                 ,0772848C,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,8,0,8,1,"(48.8547243, 2.7896127)"
21618,VAL D'EUROPE,SERRIS,ROBERT DOISNEAU               ,0772856L,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,3,1,4,0,"(48.8449578, 2.7814398)"
20876,VAL D'EUROPE,SERRIS,JEAN DE LA FONTAINE           ,0772135C,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.8447416, 2.7896464)"
21267,VAL D'EUROPE,SERRIS,JULES VERNE                   ,0772579K,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,1,3,0,"(48.85212, 2.7878699)"
